"AGY_AGENCY_KEY"	"FNDDTL_FUND_DETAIL_KEY"	"SRC_SOURCE_KEY"	"AMOUNT"
246	1584	1111	47.56
246	1584	599	4.5
246	1584	599	1323.5
246	1584	599	269.5
246	1584	599	371.5
246	1584	599	8.5
246	1584	599	40
246	1584	599	33.5
246	1584	599	597.5
246	1584	599	16
246	6850	828	1756.68
246	6850	828	572.44
246	6850	828	27464.38
246	6850	828	1766.63
246	6850	828	2922.92
246	6850	828	8419.52
246	6850	828	1942.29
246	6850	827	257929
246	6850	754	3667.5
246	6850	754	100
246	6850	754	3667.5
246	6850	754	-1714.3
246	6850	754	2038.21
246	6850	827	986849
246	6851	626	135
246	6851	626	951
246	6851	626	450
246	6851	626	22
246	6851	626	1045
246	6851	626	8253
246	6851	626	16081
246	6851	626	20343
246	6851	626	2522
246	6851	626	2417
246	6851	626	77
246	6851	626	75
246	6851	626	27
246	6851	626	4
246	6851	626	332
246	6846	1107	4070.2
246	6846	1107	305.94
246	6846	1107	2800
246	6846	1107	654.5
246	6846	1107	221.44
246	6846	1107	1422.16
246	6846	1107	2100
246	6846	1107	1056.22
246	6846	1107	-936.18
246	6842	1411	5000
246	6935	1117	10428.31
246	6935	1117	15.68
246	9092	1787	75
246	6844	691	11493.45
246	9092	1787	75
246	9092	1787	50
246	9092	1787	75
246	9092	1787	25
246	9092	1787	50
246	9092	1787	175
246	9092	1787	700
246	9092	1787	475
246	9092	1787	125
246	9092	1787	100
246	9092	1787	175
238	6744	719	-16561.73
238	6744	719	2022
238	6744	719	-26077.35
238	6744	719	6784.35
238	6744	719	10164
238	6744	719	22208.58
238	6744	719	1097
238	6744	719	26166
238	6744	719	10172
238	6744	719	372454.57
238	6744	719	920
238	6744	719	142
238	6744	719	6223
238	1400	555	14563.32
238	1400	555	-882480.22
238	6743	1107	2302599.04
238	6743	1107	7178123.68
238	6743	1107	5828390.58
238	6743	1107	-1347526.87
238	6743	1107	-2197543.67
238	6743	1107	5118911.57
238	9106	1793	8297.69
238	9106	1793	627885.86
238	9106	1793	67391.32
238	9106	1793	-546001.81
238	9106	1793	1
238	9106	1793	-55464.69
238	9106	1793	253849.49
238	9106	1793	5781.2
238	9107	1793	-55.34
238	9107	1793	-6122.55
238	9107	1793	-469.11
238	9107	1793	5869.09
238	9107	1793	557.51
238	9107	1793	11154.86
238	6744	719	13428
238	6744	719	41977
238	6744	719	113788
238	6744	719	237299
238	6744	719	-134100
238	6744	719	6243
238	6744	719	392029
238	6744	719	3791.8
238	6744	719	4564.87
238	6744	719	4426
238	1400	720	69.12
238	1400	720	104622.95
238	1400	720	-581.75
238	1400	720	31763.31
238	9106	1788	571971.45
238	9106	1788	92864.17
238	9106	1788	403219.47
238	9106	1788	470823.72
238	9106	1788	118051.96
238	9106	1788	2347869.9
238	9106	1788	1713942.76
238	9106	1788	300082.35
238	9106	1788	157544.84
238	9106	1788	349626.78
238	9106	1788	343479.7
238	9106	1788	-7994236.49
238	9106	1788	1234536.54
238	9106	1788	16093.28
238	9106	1788	614439.49
238	9106	1788	150
238	9106	1788	340
238	9106	1788	427055.29
238	9106	1788	270178.6
238	1400	636	282
238	1400	636	16
238	1400	636	24
238	1400	636	-1089
238	1400	636	7
238	1400	636	1116
238	1400	636	-144
238	1400	636	144
238	1400	636	-36
238	1400	636	72
238	1400	636	-72
238	6744	719	4680
238	6744	719	10300
238	6744	719	75
238	6744	719	6
238	6744	719	898
238	6744	719	6
238	6744	719	95168
238	6744	719	-7.37
238	6744	719	-27189
238	6744	719	2425
238	6744	719	3813
238	6744	719	1020
238	6744	719	-19323
238	6744	719	60
238	6744	719	1285
238	6743	1107	-992622.29
238	6743	1107	3543195.2
238	6743	1107	3166959.14
238	6744	1107	-1948.86
238	6806	1114	105569.98
238	6806	1114	4104.6
238	6806	1114	3119.85
238	6806	1114	6064.25
238	6806	1114	1855.05
238	6806	1114	6025.54
238	9107	1793	-100
238	9107	1793	19.39
238	9107	1793	108.31
238	9107	1793	818.46
238	9107	1793	616.54
238	9107	1793	46.28
238	9107	1793	-128.86
238	9107	1793	-87.33
238	9107	1793	0.62
238	9107	1793	80.93
238	9107	1793	71.05
238	9107	1793	-362.74
238	9107	1793	-51.65
238	9107	1793	-66.07
238	9107	1793	-8.72
238	9107	1788	14500
238	9107	1788	579123.04
238	9107	1788	99873.98
238	9107	1788	-2000
238	9107	1788	703412.12
238	9108	1788	71374.76
238	9108	1788	45
238	9108	1788	23095.52
238	9108	1788	72570.77
238	9108	1788	12.64
238	9108	1788	403.43
238	9108	1788	70510.19
238	9108	1788	64720.66
238	9108	1788	2365.72
238	9108	1788	67491.21
238	1400	720	-1303.48
238	1400	720	51303.48
238	1400	720	-92647.53
238	1400	720	-93460.78
238	1400	720	25000
238	1400	720	-25000
238	1400	720	-2518.49
238	1400	720	-6040.88
238	1400	720	149
238	1400	720	-86.75
238	1400	720	-10456.21
238	1400	720	10542.96
238	1400	720	-9467.1
238	1400	720	435.1
238	1400	720	1383.57
238	9106	1788	269884.29
238	9106	1788	540
238	9106	1788	852604.61
246	9092	1787	100
246	9092	1787	25
246	1584	599	2500
246	1584	599	186.5
246	1584	599	5.5
246	1584	599	9.5
246	1584	599	2556.5
246	1584	599	15.5
246	1584	599	186.5
246	1584	599	806
246	1584	599	224
246	6845	588	1500
246	6845	588	7716
246	6845	588	746
246	6845	588	100
246	6845	588	50000
246	6845	588	800
246	6850	754	45731.14
246	6850	754	3726.73
246	6850	754	270
246	6850	754	566.8
246	6850	754	3667.5
246	6850	827	-8145
246	6850	827	983374
246	6850	754	3667.5
246	6850	754	50165.96
246	6850	754	-9333.95
246	6850	754	160
246	6850	828	951.36
246	6850	828	7867.97
246	6850	828	105533.65
246	6850	828	2126.56
246	6851	626	805
246	6851	626	3756
246	6851	626	268
246	6851	626	152
246	9092	1787	25
246	9092	1787	100
246	9092	1787	25
246	9092	1787	50
246	9092	1787	150
246	9092	1787	200
246	9092	1787	125
246	6844	829	5000
246	6844	820	23384.11
246	6844	518	9523.11
246	6844	425	1744.71
246	6844	820	7156.79
246	6844	1472	28257.61
246	6844	518	27474.86
246	6844	820	21107.98
246	6845	588	400
246	6845	588	1200
246	6845	588	32699.76
246	6845	624	10000
246	6845	624	5000
246	6845	588	987
246	6845	588	5100
246	6845	588	60
246	6845	588	816
246	6845	588	5512
246	6845	588	5000
246	6845	588	112
246	1584	1107	399.13
246	1584	1107	60.04
246	1584	1107	391.17
246	6850	828	2177.5
246	6850	828	19575.3
246	6850	828	8542.13
246	6850	828	4782.48
246	6850	828	2606.23
246	6850	828	4135.37
246	6850	828	20517.81
246	6850	828	20967.64
246	6850	828	18431.49
246	6850	828	7747.55
246	6850	828	6829.19
246	6850	828	5011.05
246	6850	828	10676.64
246	6850	828	8013.01
246	6850	828	2861.25
246	6844	425	4664.2
246	6844	820	10655.42
246	6844	820	41639.79
246	6844	820	10927.9
246	6844	820	13032.43
246	6844	820	12220.86
246	6844	820	5785.39
246	6844	518	10358.53
246	6844	1714	4259.68
246	6844	820	4929.26
246	9092	1788	295
246	9092	1788	295
246	9092	1788	295
246	9092	1792	10573.98
246	1584	1107	71.99
246	1584	1107	204.83
246	1584	1107	189.47
246	1584	1107	1113.29
246	1584	1107	408.86
246	1584	1107	47.95
246	1584	1107	662.1
246	1584	1107	156.2
246	1584	1107	613.76
246	1584	1107	57.18
246	1584	1107	851.11
246	1584	1107	1336.76
246	1584	1107	414.32
246	1584	1107	1680.02
246	1584	1107	20.69
246	6850	754	645.05
246	6850	754	590
246	6850	754	4031.4
246	6850	754	3667.5
246	6850	827	98148
246	6850	827	129000
246	6850	827	-62273
246	6850	827	81132
246	6850	827	251290
246	6850	827	79726
246	6850	754	260
246	6850	754	3667.5
246	6850	754	15384.78
246	6850	754	-10582.08
246	6850	754	3361.09
246	9092	1788	32160
246	9092	1792	9821.06
246	9092	1792	-857.46
246	9092	1792	9333.95
246	9092	1788	300
246	6844	739	22032.64
246	9092	1788	102
246	9092	1788	2969
246	6844	739	2349.95
246	9092	1792	8919.55
246	9092	1792	10
246	9092	1792	20
246	9092	1792	50
246	9092	1792	10
246	6844	820	10473.63
246	1584	1105	82.49
246	1584	1105	1.02
246	1584	1105	22.3
246	1584	1105	8.43
246	1584	1103	-0.08
246	1584	555	-4837168.01
246	1584	555	202984.15
246	1584	555	92404.56
246	1584	555	154659.61
246	1584	555	-1734262.69
246	1584	555	125440.16
246	1584	555	128150.76
246	1584	555	2793827.45
246	1584	555	163390.1
246	1584	555	-703509.55
246	6850	827	-56334
246	6850	827	31006
246	6850	827	-5945
246	6850	1334	92333.21
246	6965	1116	61244.53
246	6850	1334	110040.91
246	6850	1334	128713.93
246	6965	1116	4555954.47
246	6850	827	37335
246	6850	827	36429
246	6850	827	12383
246	6850	827	57680
246	6850	754	1710
246	6850	827	1750782
246	6850	827	-109919
246	6844	820	23936.76
246	6844	820	8236.17
246	6844	518	2179.34
246	6844	518	71628.39
246	6844	164	8638.97
246	6844	164	391.85
246	6844	164	600
246	6844	164	34.85
246	6844	644	2924.8
246	6844	644	44693
246	6844	517	17945.02
246	6844	517	13399.22
246	6844	487	33027.03
246	6844	517	10525.08
246	6844	517	8465.96
246	1584	555	180683.37
246	1584	555	234886.11
246	1584	1105	6.54
246	1584	600	297.11
246	1584	600	333.26
246	1584	600	656.37
246	1584	600	339.35
246	1584	600	326.49
246	1584	600	419.45
246	1584	600	221.21
246	1584	600	290.14
246	1584	600	828.48
238	9106	1788	1700
238	9106	1788	10
238	9106	1788	-235379.73
238	9106	1788	235216.86
238	9106	1788	181442.09
238	9106	1788	175126.25
238	9106	1788	265535.03
238	9106	1788	1785
238	9106	1788	184735.78
238	9106	1788	214112.71
238	9106	1788	268003.9
238	1400	636	425
238	1400	636	1267
238	1400	636	-88
238	1400	636	49086
238	1400	636	1665
238	1400	636	656
238	1400	636	365
238	1400	636	692
238	1400	636	1044
238	1400	636	874
238	1400	636	810
238	1400	636	714
238	1400	636	722
238	1400	636	1097
238	1400	636	544
238	6744	719	-1030
238	6744	719	317204.57
238	6744	719	-320053.57
238	6744	719	10072
238	6744	719	75781.53
238	6744	719	-7144.57
238	6744	719	800
238	6744	719	-57.5
238	6744	719	-100000.8
238	6744	719	31242
238	6744	719	10370.41
238	6744	719	26526.47
238	6744	719	2325
238	6744	719	18871
238	9111	1793	21345839.75
238	9111	1793	-12467274.35
238	9111	1793	-208892.55
238	9111	1793	-54.63
238	9111	1793	6836687.26
238	9111	1793	-8026091.52
238	6744	1117	-3.68
238	6744	1117	20001
238	6744	1117	300
238	6744	1117	-54435
238	6744	1117	34135.56
238	6744	1117	-19425
238	6744	1117	19427.7
238	6744	1117	220
238	6744	1117	16759.92
238	6744	1117	7585
238	6744	1117	13863
238	6744	1117	11.5
238	6744	1117	1701.57
238	6744	1117	29195.8
238	6744	1117	379.14
238	9107	1793	-32.45
238	9107	1793	-173.71
238	9107	1793	-22.74
238	9107	1793	3643.27
238	9107	1793	3.48
238	9107	1793	-643.47
238	9107	1793	-374.56
238	9107	1793	585.23
238	9107	1793	388.57
238	9107	1793	-18.01
238	9107	1793	-481.99
238	9107	1793	6558.75
238	9107	1793	56.76
238	9107	1793	-36.33
238	9107	1793	101.62
238	9108	1788	55682.95
238	9108	1788	60
238	9108	1788	66814.84
238	9108	1788	15663.03
238	9108	1788	84923.5
238	9108	1788	5837.6
238	9108	1788	1317.79
238	9108	1788	-1317.79
238	9108	1788	-322271
238	9108	1788	88661.46
238	9108	1788	-22039.13
238	9108	1788	65069
238	9108	1788	79346.67
238	1400	720	1854.62
238	1400	720	-12904.25
238	1400	720	14584.35
238	1400	720	-4915.67
238	1400	720	33945.82
238	1400	720	-33544.5
238	1400	720	665.58
238	1400	720	-6.99
238	1400	720	6.99
238	1400	720	-9057.93
238	1400	720	9057.93
238	1400	720	-2662.64
238	1400	720	11001.71
238	1400	720	-8339.07
238	9106	1788	195776.87
238	9106	1788	371084.32
238	9106	1788	3437
238	9106	1788	5
238	9106	1788	212747.97
238	9106	1788	347016.77
238	9106	1788	245207.07
238	9106	1788	173709.82
238	9106	1788	307426.76
238	9106	1788	3177
238	9106	1788	550363.65
238	9106	1788	252745.74
238	9106	1788	51847.46
238	9106	1788	423990.24
238	9106	1788	283195.14
238	1400	636	926
238	1400	636	823
238	1400	636	1509
238	1400	636	3281
238	1400	636	-32
238	1400	636	566
238	1400	636	1143
238	1400	636	1139
238	1400	636	2191
238	1400	636	1306
238	1400	636	130
238	1400	636	76.4
238	1400	636	1497.4
238	1400	636	896
238	6744	719	12798
238	6744	719	5282
238	6744	719	60625.47
238	6744	719	16235
238	6744	719	11590
238	6744	719	74414
238	6744	719	2592
238	6744	719	14649.33
238	6744	719	122802
238	6744	719	10555
238	6744	719	8887
238	6744	719	4702
238	6744	719	18411
238	6744	719	9540
238	6744	719	44619
238	9111	1793	-253874.82
238	9111	1793	50384.43
238	9111	1793	1497150.84
238	9111	1793	-32335.93
238	9111	1793	-1335.62
238	9111	1793	902195.28
238	9111	1793	4045530.19
238	9111	1793	-3833211.5
238	9111	1793	148188.34
238	6744	1117	-29200
238	6744	1117	105.54
238	6744	1117	-136.87
238	6744	1117	300
238	6744	1117	-4.46
238	6744	1117	25214.36
238	6744	1117	-27699
238	6744	1117	-2.48
238	6744	1117	642.6
238	6744	1117	1000
238	6744	1117	7701
238	6744	1117	75000
238	6744	1117	34002.8
238	6744	1117	-118340
238	6744	1117	0.97
238	9107	1793	98.78
238	9107	1793	-0.5
238	9107	1793	-703.83
238	9107	1793	-113.55
238	9107	1793	101.28
246	1584	600	199.01
246	1584	600	661.79
246	1584	600	573.9
246	6850	827	707900
246	6850	827	1704796
246	6850	827	1372367
246	6850	754	3667.5
246	6850	754	120
246	6850	754	34476.11
246	6850	754	150
246	6850	754	-10573.98
246	6850	754	2296.87
246	6850	754	518.2
246	6850	754	24941.01
246	6850	754	-9821.06
246	6850	754	340
246	6850	754	4873.5
246	6850	754	900.06
246	6844	487	32045.3
246	6844	517	11463.85
246	6844	731	11965
246	6844	487	32064.22
246	6844	517	13444.06
246	6844	487	34671.37
246	6844	487	26825.69
246	6844	487	27131.5
246	6844	487	16010.31
246	6844	517	13906.96
246	6844	487	22168.01
246	6844	487	15645.68
246	6844	731	50000
246	6844	517	17208.98
246	9092	1787	50
246	1584	600	328.75
246	1584	600	422.55
246	1584	600	339.71
246	1584	600	520.8
246	1584	600	126.49
246	1584	600	550.3
246	6845	829	1410.03
246	6845	829	75250
246	6845	829	7636.07
246	1584	1116	1891.01
246	6845	829	-978.74
246	6845	829	2000
246	6845	829	25260.32
246	6845	829	20000
246	6845	829	19000
246	6850	754	40
246	6850	827	-9347
246	6850	827	24731
246	6850	827	51906
246	6850	827	22893
246	6850	754	3667.5
246	6850	754	220
246	6850	754	2226.31
246	6850	754	-11844.54
246	6850	754	6131.48
246	6850	754	120
246	6850	754	370
246	6850	754	1275.56
246	6850	827	14812
246	9092	1787	200
246	9092	1787	1100
246	9092	1787	450
246	9092	1787	50
246	9092	1787	100
246	6844	313	7536.37
246	6844	313	7536.38
246	6844	1119	3000
246	9092	1787	25
246	9092	1787	100
246	9092	1787	25
246	9092	1787	35
246	9092	1787	75
246	9092	1787	450
246	9092	1787	200
246	6845	829	5180.46
246	6845	829	-1579.7
246	6845	829	10854.45
246	6845	829	3400
246	6845	829	13243.29
246	6845	829	6061.13
246	6845	829	100
246	6845	829	4000
246	6845	829	18000.21
246	6845	829	74710.2
246	1584	1111	399
246	1584	625	80
246	1584	625	90
246	1584	625	100
246	1584	625	160
246	6850	827	-3827
246	6850	827	18365
246	6850	827	102447
246	6850	827	55278
246	6850	827	15701
246	6850	827	64933
246	6850	827	-18680
246	6850	827	296959
246	6850	827	297542
246	6850	754	3667.5
246	6850	754	22686.58
246	6850	754	440
246	6850	754	-8877.41
246	6850	754	4289.91
246	6850	754	920
246	9092	1787	50
246	9092	1787	75
246	9092	1787	225
246	9092	1787	100
246	9092	1787	300
246	9092	1787	275
246	9092	1787	25
246	6844	691	3120.25
246	6844	313	7536.37
246	9092	1787	125
246	9092	1787	350
246	9092	1787	875
246	9092	1787	200
246	9092	1787	150
246	9092	1787	50
246	1584	625	220
246	1584	625	160
246	1584	625	310
246	1584	625	58572.08
246	1584	625	240
246	1584	625	160
246	1584	625	255
246	1584	625	260
246	1584	625	34046
246	1584	625	40
246	1584	625	120
246	1584	625	110
246	1584	625	396.08
246	1584	625	55028
246	1584	599	600
246	6850	754	3667.5
246	6850	827	4741
246	6850	827	8544
246	6850	827	3283
246	6850	827	495
246	6850	754	1383.49
246	6850	754	40
246	6850	827	112733
246	6850	827	811396
246	6850	827	1837145
246	6850	827	2489083
246	6850	754	19040.1
246	6850	754	420
246	6850	754	3667.5
246	9092	1787	150
246	6844	691	46414.2
246	6844	691	1931.65
246	9092	1787	625
246	9092	1787	175
246	9092	1787	300
246	9092	1787	25
246	6844	739	8715.86
246	9092	1792	7532.7
246	9092	1792	2038.21
246	9092	1792	400
246	6844	739	5537.79
246	9092	1792	140
246	9092	1788	295
246	6844	739	8919.02
246	1584	599	34
246	1584	599	28.5
246	1584	599	208.5
246	1584	599	73.5
246	1584	599	40
246	1584	599	56.25
246	1584	599	385
246	1584	599	1117
246	1584	599	405
246	1584	599	548
246	1584	599	299
246	1584	599	1210.5
246	1584	599	350
246	1584	599	39
246	1584	599	4.5
246	6850	754	-6502.39
246	6850	754	3010.7
246	6850	754	100
246	6850	754	544.19
246	6850	754	3667.5
246	6850	827	39770
246	6850	827	95304
246	6850	828	2386.81
246	6850	828	2134.79
246	6850	828	6621.53
246	6850	828	33380.52
246	6850	828	4406.08
246	6850	828	4834.25
246	6850	828	2238.82
246	6850	828	7224.04
246	9092	1792	11844.54
173	1158	1107	20109.91
173	1158	1107	26604.15
173	1158	1107	132.1
173	1158	1107	-25762.38
173	1158	1107	126.14
173	1158	1107	23.1
173	1158	1107	5526.16
173	1158	600	586.31
173	1158	600	619.03
173	1158	600	124.35
173	1158	600	2164.66
173	1158	600	506.63
173	1158	600	5246.44
173	9192	1788	500
173	9192	1788	65.34
173	9192	1788	136.24
173	9192	1788	130.93
173	9192	1788	15
173	9192	1788	153.38
173	9192	1788	60
173	9192	1788	45
173	9192	1788	6
173	9192	1788	118.5
173	9192	1788	18
173	9192	1788	92.51
173	9192	1788	172.93
173	9192	1788	20
173	1158	600	811.09
173	1158	600	3584.12
173	1158	600	-500
173	1158	600	316.9
173	1158	600	3441.99
173	1158	600	100.19
173	1158	600	3257.52
173	1158	600	504.1
173	1158	600	1579.53
173	1158	600	402.86
173	1158	600	3591.45
173	1158	600	802.49
173	1158	829	671995.42
173	1158	829	6520.39
173	1158	829	6539.56
173	9192	1788	30
173	9192	1788	114.03
173	9192	1788	15
173	9192	1788	15
173	9192	1788	75
173	9192	1788	115.54
173	9192	1788	123.62
173	9192	1788	70
173	9192	1788	99.47
173	1158	829	88444.88
173	1158	829	100599.61
173	1158	829	250
173	1158	829	19407.69
173	1158	829	423.67
173	1158	829	1043776.52
173	1158	829	138770.35
173	1158	829	46565.47
173	1158	829	22096.36
173	1158	829	264529.89
173	1158	588	-20213.49
173	1158	588	-132.47
173	1158	588	25762.38
173	1158	588	-5548.89
173	1158	600	1250.16
173	1009	588	-6831.19
173	1009	588	13973.78
173	1009	588	13662.38
173	1009	588	-6831.19
173	1158	600	714.39
173	1158	600	411.8
173	1158	600	15000
173	1158	600	1954.01
173	1158	600	1839.77
173	1158	600	2618.81
173	1158	600	2268.75
173	1158	600	1048.64
173	1158	600	862.5
173	1158	600	-101
173	1158	600	22.89
173	1158	600	822.27
173	1158	600	422.59
173	1158	600	3350.2
173	1158	600	885.59
173	1158	600	2478.3
173	1158	600	1505.79
173	1158	600	2629.66
173	1158	600	4730.56
173	1158	600	396.79
173	1158	600	489.33
173	1158	600	931.56
173	1158	600	235
173	1158	600	1724.27
173	1158	600	441.07
173	1158	600	1849.34
173	1158	600	846
173	1158	600	1054.14
173	1158	600	6014.43
173	1158	600	50
173	1158	600	309.33
173	1158	600	434
173	1158	600	767.82
173	1158	600	3242.27
173	1158	600	4080.81
173	1158	600	2331.43
173	1158	600	24.22
173	1158	600	2654.37
173	1158	600	-113.77
173	1158	600	5.88
173	1158	600	1162.82
173	1158	600	886.77
173	1158	600	610.55
173	1158	600	3049.73
173	1158	600	71
173	1158	600	6995.84
173	1158	600	33.22
173	1158	600	2020.76
173	1158	600	400.13
173	1158	600	56696.79
173	1158	600	607
173	1158	600	14428.65
173	1158	600	342.48
173	1158	600	864.44
173	1158	600	1683.22
173	1158	600	7345.38
173	1158	600	70
173	1158	600	46506.48
